"Station","Date","Lat","Long","precip_mm","Tmin_C","Tmax_C"
"USC00213311","1893-01-01",44.81346,-95.55172,0,-13.9,-1.1
"USC00213311","1893-01-02",44.81346,-95.55172,0,-24.4,-11.1
"USC00213311","1893-01-03",44.81346,-95.55172,1.8,-25,-12.2
"USC00213311","1893-01-04",44.81346,-95.55172,NA,-12.2,0.6
"USC00213311","1893-01-05",44.81346,-95.55172,0,-21.1,-4.4
"USC00213311","1893-01-06",44.81346,-95.55172,0,-23.9,-7.2
"USC00213311","1893-01-07",44.81346,-95.55172,0,-20.6,-12.2
"USC00213311","1893-01-08",44.81346,-95.55172,0,-21.1,3.3
"USC00213311","1893-01-09",44.81346,-95.55172,NA,-23.9,0.6
"USC00213311","1893-01-10",44.81346,-95.55172,4.8,-27.2,-15.6
"USC00213311","1893-01-11",44.81346,-95.55172,0.5,-21.7,-10
"USC00213311","1893-01-12",44.81346,-95.55172,0,-26.1,-19.4
"USC00213311","1893-01-13",44.81346,-95.55172,0,-31.1,-15.6
"USC00213311","1893-01-14",44.81346,-95.55172,0,-32.2,-22.2
"USC00213311","1893-01-15",44.81346,-95.55172,NA,-29.4,-17.8
"USC00213311","1893-01-16",44.81346,-95.55172,0,-27.2,-16.1
"USC00213311","1893-01-17",44.81346,-95.55172,NA,-23.9,-3.9
"USC00213311","1893-01-18",44.81346,-95.55172,0,-25,-11.7
"USC00213311","1893-01-19",44.81346,-95.55172,0,-20,-1.1
"USC00213311","1893-01-20",44.81346,-95.55172,0,-7.8,-3.3
"USC00213311","1893-01-21",44.81346,-95.55172,0,-12.8,1.7
"USC00213311","1893-01-22",44.81346,-95.55172,0,-11.1,-0.6
"USC00213311","1893-01-23",44.81346,-95.55172,0,-19.4,-6.7
"USC00213311","1893-01-24",44.81346,-95.55172,4.6,-16.7,-5
"USC00213311","1893-01-25",44.81346,-95.55172,NA,-24.4,-15
"USC00213311","1893-01-26",44.81346,-95.55172,0,-30.6,-24.4
"USC00213311","1893-01-27",44.81346,-95.55172,0,-31.1,-16.7
"USC00213311","1893-01-28",44.81346,-95.55172,1,-21.1,-12.2
"USC00213311","1893-01-29",44.81346,-95.55172,0,-30,-19.4
"USC00213311","1893-01-30",44.81346,-95.55172,0,-28.9,-15.6
"USC00213311","1893-01-31",44.81346,-95.55172,0,-30,-7.2
"USC00213311","1893-02-01",44.81346,-95.55172,0,-36.1,-31.1
"USC00213311","1893-02-02",44.81346,-95.55172,0,-32.8,-15
"USC00213311","1893-02-03",44.81346,-95.55172,0,-33.3,-31.1
"USC00213311","1893-02-04",44.81346,-95.55172,0,-33.9,-17.2
"USC00213311","1893-02-05",44.81346,-95.55172,NA,-26.1,-5.6
"USC00213311","1893-02-06",44.81346,-95.55172,0,-31.1,-24.4
"USC00213311","1893-02-07",44.81346,-95.55172,0,-30.6,-17.2
"USC00213311","1893-02-08",44.81346,-95.55172,NA,-27.2,-0.6
"USC00213311","1893-02-09",44.81346,-95.55172,10.4,-10.6,-0.6
"USC00213311","1893-02-10",44.81346,-95.55172,0,-20.6,-10
"USC00213311","1893-02-11",44.81346,-95.55172,0,-28.3,-3.3
"USC00213311","1893-02-12",44.81346,-95.55172,0,-8.3,3.9
"USC00213311","1893-02-13",44.81346,-95.55172,0.8,-4.4,2.8
"USC00213311","1893-02-14",44.81346,-95.55172,1.5,-20.6,0.6
"USC00213311","1893-02-15",44.81346,-95.55172,0,-23.3,-2.2
"USC00213311","1893-02-16",44.81346,-95.55172,0,-18.9,-7.2
"USC00213311","1893-02-17",44.81346,-95.55172,0,-12.8,-1.7
"USC00213311","1893-02-18",44.81346,-95.55172,0,-17.8,-1.1
"USC00213311","1893-02-19",44.81346,-95.55172,0,-8.3,-1.7
"USC00213311","1893-02-20",44.81346,-95.55172,NA,-13.3,0.6
"USC00213311","1893-02-21",44.81346,-95.55172,NA,-12.2,-1.1
"USC00213311","1893-02-22",44.81346,-95.55172,1,-17.8,-1.7
"USC00213311","1893-02-23",44.81346,-95.55172,1,-11.7,-2.2
"USC00213311","1893-02-24",44.81346,-95.55172,0,-18.9,-8.3
"USC00213311","1893-02-25",44.81346,-95.55172,0,-22.2,-9.4
"USC00213311","1893-02-26",44.81346,-95.55172,0,-23.3,-3.3
"USC00213311","1893-02-27",44.81346,-95.55172,1.5,-16.7,-8.3
"USC00213311","1893-02-28",44.81346,-95.55172,4.6,-15.6,-2.8
"USC00213311","1893-03-01",44.81346,-95.55172,0,-21.1,2.8
"USC00213311","1893-03-02",44.81346,-95.55172,0,-18.3,-3.3
"USC00213311","1893-03-03",44.81346,-95.55172,0,-24.4,-12.8
"USC00213311","1893-03-04",44.81346,-95.55172,0,-25,-6.1
"USC00213311","1893-03-05",44.81346,-95.55172,0,-22.2,-6.7
"USC00213311","1893-03-06",44.81346,-95.55172,0,-18.3,1.7
"USC00213311","1893-03-07",44.81346,-95.55172,0,-12.8,7.8
"USC00213311","1893-03-08",44.81346,-95.55172,5.1,-2.2,1.7
"USC00213311","1893-03-09",44.81346,-95.55172,2.3,-1.7,2.2
"USC00213311","1893-03-10",44.81346,-95.55172,0,0.6,6.7
"USC00213311","1893-03-11",44.81346,-95.55172,0,-2.2,2.8
"USC00213311","1893-03-12",44.81346,-95.55172,0,-5,-0.6
"USC00213311","1893-03-13",44.81346,-95.55172,18.3,-8.9,0.6
"USC00213311","1893-03-14",44.81346,-95.55172,0,-20,-6.7
"USC00213311","1893-03-15",44.81346,-95.55172,0,-28.3,-10.6
"USC00213311","1893-03-16",44.81346,-95.55172,NA,-18.9,-3.9
"USC00213311","1893-03-17",44.81346,-95.55172,0,-16.1,-7.2
"USC00213311","1893-03-18",44.81346,-95.55172,0,-22.8,-1.7
"USC00213311","1893-03-19",44.81346,-95.55172,0,-23.9,-2.8
"USC00213311","1893-03-20",44.81346,-95.55172,NA,-6.7,1.7
"USC00213311","1893-03-21",44.81346,-95.55172,0,-16.1,-3.3
"USC00213311","1893-03-22",44.81346,-95.55172,5.1,-5,-2.8
"USC00213311","1893-03-23",44.81346,-95.55172,8.6,-5,-1.7
"USC00213311","1893-03-24",44.81346,-95.55172,0,-12.2,-3.3
"USC00213311","1893-03-25",44.81346,-95.55172,0,-19.4,0.6
"USC00213311","1893-03-26",44.81346,-95.55172,0,-10,2.8
"USC00213311","1893-03-27",44.81346,-95.55172,0,-5,2.2
"USC00213311","1893-03-28",44.81346,-95.55172,0,-1.1,6.7
"USC00213311","1893-03-29",44.81346,-95.55172,0,1.1,13.3
"USC00213311","1893-03-30",44.81346,-95.55172,0,-1.7,10
"USC00213311","1893-03-31",44.81346,-95.55172,0.5,1.1,8.9
"USC00213311","1893-04-01",44.81346,-95.55172,NA,-5,6.7
"USC00213311","1893-04-02",44.81346,-95.55172,NA,0,22.2
"USC00213311","1893-04-03",44.81346,-95.55172,NA,3.3,22.2
"USC00213311","1893-04-04",44.81346,-95.55172,NA,0,12.8
"USC00213311","1893-04-05",44.81346,-95.55172,NA,-0.6,9.4
"USC00213311","1893-04-06",44.81346,-95.55172,10.2,-0.6,1.7
"USC00213311","1893-04-07",44.81346,-95.55172,NA,0.6,18.3
"USC00213311","1893-04-08",44.81346,-95.55172,NA,-3.3,6.7
"USC00213311","1893-04-09",44.81346,-95.55172,NA,-6.1,16.7
"USC00213311","1893-04-10",44.81346,-95.55172,NA,-2.2,17.8
"USC00213311","1893-04-11",44.81346,-95.55172,15.7,5.6,10.6
"USC00213311","1893-04-12",44.81346,-95.55172,1.3,-3.9,15
"USC00213311","1893-04-13",44.81346,-95.55172,NA,-8.9,-3.3
"USC00213311","1893-04-14",44.81346,-95.55172,NA,-7.2,3.3
"USC00213311","1893-04-15",44.81346,-95.55172,NA,-4.4,10.6
"USC00213311","1893-04-16",44.81346,-95.55172,NA,-0.6,6.1
"USC00213311","1893-04-17",44.81346,-95.55172,NA,-3.3,13.9
"USC00213311","1893-04-18",44.81346,-95.55172,NA,0.6,8.3
"USC00213311","1893-04-19",44.81346,-95.55172,35.8,0,7.2
"USC00213311","1893-04-20",44.81346,-95.55172,NA,-3.3,0.6
"USC00213311","1893-04-21",44.81346,-95.55172,NA,-2.8,-0.6
"USC00213311","1893-04-22",44.81346,-95.55172,NA,-4.4,2.2
"USC00213311","1893-04-23",44.81346,-95.55172,NA,-5,8.3
"USC00213311","1893-04-24",44.81346,-95.55172,NA,2.2,6.7
"USC00213311","1893-04-25",44.81346,-95.55172,23.1,2.8,7.2
"USC00213311","1893-04-26",44.81346,-95.55172,6.4,-0.6,3.9
"USC00213311","1893-04-27",44.81346,-95.55172,NA,0,6.1
"USC00213311","1893-04-28",44.81346,-95.55172,NA,-0.6,2.8
"USC00213311","1893-04-29",44.81346,-95.55172,NA,-1.7,7.8
"USC00213311","1893-04-30",44.81346,-95.55172,NA,0.6,5.6
"USC00213311","1893-05-01",44.81346,-95.55172,0,1.7,7.2
"USC00213311","1893-05-02",44.81346,-95.55172,1.3,1.1,11.7
"USC00213311","1893-05-03",44.81346,-95.55172,0,2.8,13.9
"USC00213311","1893-05-04",44.81346,-95.55172,4.6,1.7,10.6
"USC00213311","1893-05-05",44.81346,-95.55172,0,3.3,15.6
"USC00213311","1893-05-06",44.81346,-95.55172,0,1.7,16.7
"USC00213311","1893-05-07",44.81346,-95.55172,0,3.3,19.4
"USC00213311","1893-05-08",44.81346,-95.55172,0,3.9,17.8
"USC00213311","1893-05-09",44.81346,-95.55172,0.5,8.9,17.2
"USC00213311","1893-05-10",44.81346,-95.55172,5.1,11.7,26.7
"USC00213311","1893-05-11",44.81346,-95.55172,0,11.1,22.8
"USC00213311","1893-05-12",44.81346,-95.55172,0,8.9,18.3
"USC00213311","1893-05-13",44.81346,-95.55172,0,5,24.4
"USC00213311","1893-05-14",44.81346,-95.55172,0,8.3,18.3
"USC00213311","1893-05-15",44.81346,-95.55172,0,3.9,17.2
"USC00213311","1893-05-16",44.81346,-95.55172,0,4.4,22.8
"USC00213311","1893-05-17",44.81346,-95.55172,0,5.6,24.4
"USC00213311","1893-05-18",44.81346,-95.55172,0,10,26.7
"USC00213311","1893-05-19",44.81346,-95.55172,0,12.8,22.8
"USC00213311","1893-05-20",44.81346,-95.55172,0,10,22.2
"USC00213311","1893-05-21",44.81346,-95.55172,41.9,5.6,23.3
"USC00213311","1893-05-22",44.81346,-95.55172,0,5.6,15
"USC00213311","1893-05-23",44.81346,-95.55172,3.8,2.2,19.4
"USC00213311","1893-05-24",44.81346,-95.55172,0.8,3.3,10
"USC00213311","1893-05-25",44.81346,-95.55172,0,1.1,16.7
"USC00213311","1893-05-26",44.81346,-95.55172,0,8.9,15
"USC00213311","1893-05-27",44.81346,-95.55172,0,5,18.9
"USC00213311","1893-05-28",44.81346,-95.55172,0,NA,NA
"USC00213311","1893-05-29",44.81346,-95.55172,0,7.2,25
"USC00213311","1893-05-30",44.81346,-95.55172,0,7.8,24.4
"USC00213311","1893-05-31",44.81346,-95.55172,0,11.7,25.6
"USC00213311","1893-06-01",44.81346,-95.55172,0,11.7,26.1
"USC00213311","1893-06-02",44.81346,-95.55172,7.6,11.7,27.8
"USC00213311","1893-06-03",44.81346,-95.55172,0,11.1,21.1
"USC00213311","1893-06-04",44.81346,-95.55172,0,13.9,22.2
"USC00213311","1893-06-05",44.81346,-95.55172,0,8.9,17.2
"USC00213311","1893-06-06",44.81346,-95.55172,0,4.4,26.1
"USC00213311","1893-06-07",44.81346,-95.55172,0,11.7,30
"USC00213311","1893-06-08",44.81346,-95.55172,0,18.3,30
"USC00213311","1893-06-09",44.81346,-95.55172,0,8.9,20.6
"USC00213311","1893-06-10",44.81346,-95.55172,0,NA,NA
"USC00213311","1893-06-11",44.81346,-95.55172,0,NA,NA
"USC00213311","1893-06-12",44.81346,-95.55172,0,10,35
"USC00213311","1893-06-13",44.81346,-95.55172,0,18.9,32.8
"USC00213311","1893-06-14",44.81346,-95.55172,0,19.4,32.2
"USC00213311","1893-06-15",44.81346,-95.55172,19.3,17.2,30
"USC00213311","1893-06-16",44.81346,-95.55172,0,13.9,30.6
"USC00213311","1893-06-17",44.81346,-95.55172,0,14.4,31.1
"USC00213311","1893-06-18",44.81346,-95.55172,0,18.3,32.8
"USC00213311","1893-06-19",44.81346,-95.55172,0,20,32.2
"USC00213311","1893-06-20",44.81346,-95.55172,0,20,33.9
"USC00213311","1893-06-21",44.81346,-95.55172,1.5,11.7,28.3
"USC00213311","1893-06-22",44.81346,-95.55172,0,8.3,28.3
"USC00213311","1893-06-23",44.81346,-95.55172,0.5,13.9,23.9
"USC00213311","1893-06-24",44.81346,-95.55172,0,11.1,28.3
"USC00213311","1893-06-25",44.81346,-95.55172,0,9.4,28.9
"USC00213311","1893-06-26",44.81346,-95.55172,11.9,11.7,30
"USC00213311","1893-06-27",44.81346,-95.55172,0,15,30.6
"USC00213311","1893-06-28",44.81346,-95.55172,0,15.6,28.9
"USC00213311","1893-06-29",44.81346,-95.55172,4.1,16.7,29.4
