"Station","Date","Lat","Long","precip_mm","Tmin_C","Tmax_C"
"USC00144341","1893-01-01",37.0174,-98.4899,0,-5,9.4
"USC00144341","1893-01-02",37.0174,-98.4899,0,-1.7,11.1
"USC00144341","1893-01-03",37.0174,-98.4899,0,-1.1,10
"USC00144341","1893-01-04",37.0174,-98.4899,0,2.8,15.6
"USC00144341","1893-01-05",37.0174,-98.4899,0,-5.6,14.4
"USC00144341","1893-01-06",37.0174,-98.4899,0,-5,11.7
"USC00144341","1893-01-07",37.0174,-98.4899,0,-5.6,10.6
"USC00144341","1893-01-08",37.0174,-98.4899,0,-0.6,12.8
"USC00144341","1893-01-09",37.0174,-98.4899,0,-3.9,15
"USC00144341","1893-01-10",37.0174,-98.4899,0,0.6,15.6
"USC00144341","1893-01-11",37.0174,-98.4899,0,-5.6,11.7
"USC00144341","1893-01-12",37.0174,-98.4899,0,-4.4,10
"USC00144341","1893-01-13",37.0174,-98.4899,0,-6.7,8.9
"USC00144341","1893-01-14",37.0174,-98.4899,0,-12.2,4.4
"USC00144341","1893-01-15",37.0174,-98.4899,0,-8.9,7.2
"USC00144341","1893-01-16",37.0174,-98.4899,0,-5,12.8
"USC00144341","1893-01-17",37.0174,-98.4899,0.8,-10,0
"USC00144341","1893-01-18",37.0174,-98.4899,0,-10.6,6.1
"USC00144341","1893-01-19",37.0174,-98.4899,0,-6.7,7.8
"USC00144341","1893-01-20",37.0174,-98.4899,0,-5.6,15.6
"USC00144341","1893-01-21",37.0174,-98.4899,0,-3.3,20
"USC00144341","1893-01-22",37.0174,-98.4899,0,-3.9,20.6
"USC00144341","1893-01-23",37.0174,-98.4899,0,-3.3,17.2
"USC00144341","1893-01-24",37.0174,-98.4899,0,-3.9,20.6
"USC00144341","1893-01-25",37.0174,-98.4899,0,-13.3,21.1
"USC00144341","1893-01-26",37.0174,-98.4899,0,-10,1.7
"USC00144341","1893-01-27",37.0174,-98.4899,0.3,-3.3,2.2
"USC00144341","1893-01-28",37.0174,-98.4899,0,-12.8,2.8
"USC00144341","1893-01-29",37.0174,-98.4899,0,-11.7,1.7
"USC00144341","1893-01-30",37.0174,-98.4899,0,-5,3.3
"USC00144341","1893-01-31",37.0174,-98.4899,0,1.1,-3.3
"USC00144341","1893-02-01",37.0174,-98.4899,NA,-17.8,-15
"USC00144341","1893-02-02",37.0174,-98.4899,NA,-18.3,-3.3
"USC00144341","1893-02-03",37.0174,-98.4899,NA,-12.2,-3.9
"USC00144341","1893-02-04",37.0174,-98.4899,NA,-11.1,7.2
"USC00144341","1893-02-05",37.0174,-98.4899,NA,-10.6,20
"USC00144341","1893-02-06",37.0174,-98.4899,NA,-16.1,-10.6
"USC00144341","1893-02-07",37.0174,-98.4899,NA,-16.7,-6.7
"USC00144341","1893-02-08",37.0174,-98.4899,1.8,-13.9,-3.9
"USC00144341","1893-02-09",37.0174,-98.4899,NA,-8.3,13.9
"USC00144341","1893-02-10",37.0174,-98.4899,1,-0.6,9.4
"USC00144341","1893-02-11",37.0174,-98.4899,NA,-4.4,7.8
"USC00144341","1893-02-12",37.0174,-98.4899,NA,-6.7,12.8
"USC00144341","1893-02-13",37.0174,-98.4899,4.3,-6.1,13.9
"USC00144341","1893-02-14",37.0174,-98.4899,NA,-12.2,5
"USC00144341","1893-02-15",37.0174,-98.4899,NA,-7.2,2.2
"USC00144341","1893-02-16",37.0174,-98.4899,22.1,-1.1,1.7
"USC00144341","1893-02-17",37.0174,-98.4899,NA,-3.9,2.2
"USC00144341","1893-02-18",37.0174,-98.4899,NA,-2.2,13.9
"USC00144341","1893-02-19",37.0174,-98.4899,NA,-1.1,17.8
"USC00144341","1893-02-20",37.0174,-98.4899,NA,0,11.7
"USC00144341","1893-02-21",37.0174,-98.4899,NA,-1.1,12.8
"USC00144341","1893-02-22",37.0174,-98.4899,NA,-2.2,18.9
"USC00144341","1893-02-23",37.0174,-98.4899,NA,-3.3,15.6
"USC00144341","1893-02-24",37.0174,-98.4899,NA,-2.2,11.1
"USC00144341","1893-02-25",37.0174,-98.4899,NA,-2.8,13.3
"USC00144341","1893-02-26",37.0174,-98.4899,NA,-2.8,20.6
"USC00144341","1893-02-27",37.0174,-98.4899,NA,-4.4,13.3
"USC00144341","1893-02-28",37.0174,-98.4899,NA,-9.4,10.6
"USC00144341","1893-03-01",37.0174,-98.4899,NA,-4.4,17.8
"USC00144341","1893-03-02",37.0174,-98.4899,NA,1.1,20
"USC00144341","1893-03-03",37.0174,-98.4899,NA,-2.2,10
"USC00144341","1893-03-04",37.0174,-98.4899,NA,-12.8,3.3
