"Station","Date","Lat","Long","precip_mm","Tmin_C","Tmax_C"
"USC00247261","1909-06-01",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-02",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-03",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-04",46.2986,-109.2561,12.7,NA,NA
"USC00247261","1909-06-05",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-06",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-07",46.2986,-109.2561,1.3,NA,NA
"USC00247261","1909-06-08",46.2986,-109.2561,15.2,NA,NA
"USC00247261","1909-06-09",46.2986,-109.2561,22.9,NA,NA
"USC00247261","1909-06-10",46.2986,-109.2561,11.4,NA,NA
"USC00247261","1909-06-11",46.2986,-109.2561,1,NA,NA
"USC00247261","1909-06-12",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-13",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-14",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-15",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-16",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-17",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-18",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-19",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-20",46.2986,-109.2561,31,NA,NA
"USC00247261","1909-06-21",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-22",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-23",46.2986,-109.2561,1,NA,NA
"USC00247261","1909-06-24",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-25",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-26",46.2986,-109.2561,7.1,NA,NA
"USC00247261","1909-06-27",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-28",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-06-29",46.2986,-109.2561,5.1,NA,NA
"USC00247261","1909-06-30",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-01",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-02",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-03",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-04",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-05",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-06",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-07",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-08",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-09",46.2986,-109.2561,3.3,NA,NA
"USC00247261","1909-07-10",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-11",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-12",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-13",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-14",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-15",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-16",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-17",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-18",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-19",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-20",46.2986,-109.2561,7.6,NA,NA
"USC00247261","1909-07-21",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-22",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-23",46.2986,-109.2561,1.3,NA,NA
"USC00247261","1909-07-24",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-25",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-26",46.2986,-109.2561,6.9,NA,NA
"USC00247261","1909-07-27",46.2986,-109.2561,28.4,NA,NA
"USC00247261","1909-07-28",46.2986,-109.2561,2,NA,NA
"USC00247261","1909-07-29",46.2986,-109.2561,1.5,NA,NA
"USC00247261","1909-07-30",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-07-31",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-01",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-02",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-03",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-04",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-05",46.2986,-109.2561,5.1,NA,NA
"USC00247261","1909-08-06",46.2986,-109.2561,8.4,NA,NA
"USC00247261","1909-08-07",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-08",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-09",46.2986,-109.2561,12.7,NA,NA
"USC00247261","1909-08-10",46.2986,-109.2561,11.4,NA,NA
"USC00247261","1909-08-11",46.2986,-109.2561,12.7,NA,NA
"USC00247261","1909-08-12",46.2986,-109.2561,2,NA,NA
"USC00247261","1909-08-13",46.2986,-109.2561,1.3,NA,NA
"USC00247261","1909-08-14",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-15",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-16",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-17",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-18",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-19",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-20",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-21",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-22",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-23",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-24",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-25",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-26",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-27",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-28",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-29",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-30",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-08-31",46.2986,-109.2561,0,NA,NA
"USC00247261","1909-09-01",46.2986,-109.2561,25.4,NA,NA
