"Station","Date","Lat","Long","precip_mm","Tmin_C","Tmax_C"
"USC00214937","1893-06-01",43.6658,-96.2022,15,NA,NA
"USC00214937","1893-06-02",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-03",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-04",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-05",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-06",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-07",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-08",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-09",43.6658,-96.2022,0.3,NA,NA
"USC00214937","1893-06-10",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-11",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-12",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-13",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-14",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-15",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-16",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-17",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-18",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-19",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-20",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-21",43.6658,-96.2022,10.2,NA,NA
"USC00214937","1893-06-22",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-23",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-24",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-25",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-26",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-27",43.6658,-96.2022,3.8,NA,NA
"USC00214937","1893-06-28",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-06-29",43.6658,-96.2022,8.9,NA,NA
"USC00214937","1893-06-30",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-01",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-02",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-03",43.6658,-96.2022,40.6,NA,NA
"USC00214937","1893-07-04",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-05",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-06",43.6658,-96.2022,2.8,NA,NA
"USC00214937","1893-07-07",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-08",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-09",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-10",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-11",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-12",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-13",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-14",43.6658,-96.2022,7.6,NA,NA
"USC00214937","1893-07-15",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-16",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-17",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-18",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-19",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-20",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-21",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-22",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-23",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-24",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-25",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-26",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-27",43.6658,-96.2022,22.4,NA,NA
"USC00214937","1893-07-28",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-29",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-30",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-07-31",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-01",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-02",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-03",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-04",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-05",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-06",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-07",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-08",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-09",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-10",43.6658,-96.2022,10.2,NA,NA
"USC00214937","1893-08-11",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-12",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-13",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-14",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-15",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-16",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-17",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-18",43.6658,-96.2022,5.1,NA,NA
"USC00214937","1893-08-19",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-20",43.6658,-96.2022,12.4,NA,NA
"USC00214937","1893-08-21",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-22",43.6658,-96.2022,9.4,NA,NA
"USC00214937","1893-08-23",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-24",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-25",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-26",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-27",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-28",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-29",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-30",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-08-31",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-09-01",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-09-02",43.6658,-96.2022,0,NA,NA
"USC00214937","1893-09-03",43.6658,-96.2022,0,NA,NA
