Station,Date,Lat,Long,precip_mm,Tmin_C,Tmax_C
USC00245596,5/1/1909,46.6008,-107.8706,0,,
USC00245596,5/2/1909,46.6008,-107.8706,3.8,,
USC00245596,5/3/1909,46.6008,-107.8706,0,,
USC00245596,5/4/1909,46.6008,-107.8706,0,,
USC00245596,5/5/1909,46.6008,-107.8706,4.6,,
USC00245596,5/6/1909,46.6008,-107.8706,0,,
USC00245596,5/7/1909,46.6008,-107.8706,0,,
USC00245596,5/8/1909,46.6008,-107.8706,0,,
USC00245596,5/9/1909,46.6008,-107.8706,0,,
USC00245596,5/10/1909,46.6008,-107.8706,0,,
USC00245596,5/11/1909,46.6008,-107.8706,0,,
USC00245596,5/12/1909,46.6008,-107.8706,0.5,,
USC00245596,5/13/1909,46.6008,-107.8706,0,,
USC00245596,5/14/1909,46.6008,-107.8706,3,,
USC00245596,5/15/1909,46.6008,-107.8706,0,,
USC00245596,5/16/1909,46.6008,-107.8706,14.2,,
USC00245596,5/17/1909,46.6008,-107.8706,17,,
USC00245596,5/18/1909,46.6008,-107.8706,0,,
USC00245596,5/19/1909,46.6008,-107.8706,0,,
USC00245596,5/20/1909,46.6008,-107.8706,0.8,,
USC00245596,5/21/1909,46.6008,-107.8706,0,,
USC00245596,5/22/1909,46.6008,-107.8706,0,,
USC00245596,5/23/1909,46.6008,-107.8706,13.5,,
USC00245596,5/24/1909,46.6008,-107.8706,0,,
USC00245596,5/25/1909,46.6008,-107.8706,0,,
USC00245596,5/26/1909,46.6008,-107.8706,0,,
USC00245596,5/27/1909,46.6008,-107.8706,0,,
USC00245596,5/28/1909,46.6008,-107.8706,0.5,,
USC00245596,5/29/1909,46.6008,-107.8706,0,,
USC00245596,5/30/1909,46.6008,-107.8706,0,,
USC00245596,5/31/1909,46.6008,-107.8706,0,,
USC00245596,6/1/1909,46.6008,-107.8706,0,,
USC00245596,6/2/1909,46.6008,-107.8706,0,,
USC00245596,6/3/1909,46.6008,-107.8706,0.8,,
USC00245596,6/4/1909,46.6008,-107.8706,0,,
USC00245596,6/5/1909,46.6008,-107.8706,5.3,,
USC00245596,6/6/1909,46.6008,-107.8706,0,,
USC00245596,6/7/1909,46.6008,-107.8706,4.3,,
USC00245596,6/8/1909,46.6008,-107.8706,3.3,,
USC00245596,6/9/1909,46.6008,-107.8706,34,,
USC00245596,6/10/1909,46.6008,-107.8706,13,,
USC00245596,6/11/1909,46.6008,-107.8706,23.1,,
USC00245596,6/12/1909,46.6008,-107.8706,0.5,,
USC00245596,6/13/1909,46.6008,-107.8706,0,,
USC00245596,6/14/1909,46.6008,-107.8706,0,,
USC00245596,6/15/1909,46.6008,-107.8706,0,,
USC00245596,6/16/1909,46.6008,-107.8706,0,,
USC00245596,6/17/1909,46.6008,-107.8706,0,,
USC00245596,6/18/1909,46.6008,-107.8706,0,,
USC00245596,6/19/1909,46.6008,-107.8706,0,,
USC00245596,6/20/1909,46.6008,-107.8706,32.3,,
USC00245596,6/21/1909,46.6008,-107.8706,0,,
USC00245596,6/22/1909,46.6008,-107.8706,0,,
USC00245596,6/23/1909,46.6008,-107.8706,0,,
USC00245596,6/24/1909,46.6008,-107.8706,0.8,,
USC00245596,6/25/1909,46.6008,-107.8706,0,,
USC00245596,6/26/1909,46.6008,-107.8706,1.3,,
USC00245596,6/27/1909,46.6008,-107.8706,19.1,,
USC00245596,6/28/1909,46.6008,-107.8706,0,,
USC00245596,6/29/1909,46.6008,-107.8706,0,,
USC00245596,6/30/1909,46.6008,-107.8706,0,,
USC00245596,7/1/1909,46.6008,-107.8706,0,,
USC00245596,7/2/1909,46.6008,-107.8706,0,,
USC00245596,7/3/1909,46.6008,-107.8706,2.5,,
USC00245596,7/4/1909,46.6008,-107.8706,0,,
USC00245596,7/5/1909,46.6008,-107.8706,0,,
USC00245596,7/6/1909,46.6008,-107.8706,0,,
USC00245596,7/7/1909,46.6008,-107.8706,7.9,,
USC00245596,7/8/1909,46.6008,-107.8706,0,,
USC00245596,7/9/1909,46.6008,-107.8706,1,,
USC00245596,7/10/1909,46.6008,-107.8706,10.2,,
USC00245596,7/11/1909,46.6008,-107.8706,0,,
USC00245596,7/12/1909,46.6008,-107.8706,0,,
USC00245596,7/13/1909,46.6008,-107.8706,0,,
USC00245596,7/14/1909,46.6008,-107.8706,0,,
USC00245596,7/15/1909,46.6008,-107.8706,0,,
USC00245596,7/16/1909,46.6008,-107.8706,0,,
USC00245596,7/17/1909,46.6008,-107.8706,0,,
USC00245596,7/18/1909,46.6008,-107.8706,0,,
USC00245596,7/19/1909,46.6008,-107.8706,0,,
USC00245596,7/20/1909,46.6008,-107.8706,20.3,,
USC00245596,7/21/1909,46.6008,-107.8706,7.9,,
USC00245596,7/22/1909,46.6008,-107.8706,0,,
USC00245596,7/23/1909,46.6008,-107.8706,0,,
USC00245596,7/24/1909,46.6008,-107.8706,0,,
USC00245596,7/25/1909,46.6008,-107.8706,0,,
USC00245596,7/26/1909,46.6008,-107.8706,5.6,,
USC00245596,7/27/1909,46.6008,-107.8706,4.3,,
USC00245596,7/28/1909,46.6008,-107.8706,0,,
USC00245596,7/29/1909,46.6008,-107.8706,0,,
USC00245596,7/30/1909,46.6008,-107.8706,0,,
USC00245596,7/31/1909,46.6008,-107.8706,0,,
USC00245596,8/1/1909,46.6008,-107.8706,0,,
USC00245596,8/2/1909,46.6008,-107.8706,0,,
USC00245596,8/3/1909,46.6008,-107.8706,0,,
USC00245596,8/4/1909,46.6008,-107.8706,1.5,,
USC00245596,8/5/1909,46.6008,-107.8706,0,,
USC00245596,8/6/1909,46.6008,-107.8706,0,,
USC00245596,8/7/1909,46.6008,-107.8706,0,,
USC00245596,8/8/1909,46.6008,-107.8706,0,,
USC00245596,8/9/1909,46.6008,-107.8706,0,,
USC00245596,8/10/1909,46.6008,-107.8706,0,,
USC00245596,8/11/1909,46.6008,-107.8706,4.3,,
